STOP_FRISK_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,SPRINT_NUMBER,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_NUMBER,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_NUMBER,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
1369,6/30/2017,16:10:00,2017,June,Friday,Based on Self Initiated,1706309999,APP,POF,805,SSA,805,Y,I,H,Housing,1,CRIMINAL TRESPASS,5,Y,(null),N,Y,M17640014,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,NERVOUS,42,MALE,BLACK HISPANIC,6.2,200,MED,BRO,BLK,(null),23,D,(null),1591 PARK AVENUE,(null),PARK AVENUE,999659,229932,(null),PBMN,MANHATTAN
1370,7/4/2017,14:26:00,2017,July,Tuesday,Based on Radio Run,12879,APP,POM,805,LT,805,Y,O,H,Housing,60,CPW,10,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,SWEATY/OUT OF BREATH,15,MALE,BLACK,5.5,130,THN,BRO,BLK,(null),23,C,(null),1641 MADISON AVENUE,(null),MADISON AVENUE,998693,229240,(null),PBMN,MANHATTAN
1371,7/6/2017,21:20:00,2017,July,Thursday,Based on Radio Run,D17070623359,APP,POM,23,SGT,23,Y,O,P,PSB,1,ASSAULT,10,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,GENTLE,16,MALE,BLACK,5.6,290,HEA,BRO,BLK,WHITE,23,C,(null),8 EAST 110 STREET,(null),EAST 110 STREET,998498,229489,(null),PBMN,MANHATTAN
1372,7/6/2017,21:20:00,2017,July,Thursday,Based on Radio Run,D17070623359,APP,POM,23,SGT,23,Y,O,P,PSB,1,ASSAULT,10,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,SKEPTICAL,26,MALE,BLACK,5.8,200,MED,BRO,BLK,BLACK,23,C,(null),8 EAST 110 STREET,(null),EAST 110 STREET,998498,229489,(null),PBMN,MANHATTAN
1373,7/7/2017,14:15:00,2017,July,Friday,Based on Radio Run,17070713005,APP,POM,805,SGT,805,Y,O,H,Housing,1,CPW,20,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),CM,CPW,38,MALE,WHITE HISPANIC,5.5,150,MED,ZZZ,BLK,GREEN,23,D,(null),1365 5 AVENUE,(null),5 AVENUE,998736,230371,(null),PBMN,MANHATTAN
1374,7/7/2017,14:15:00,2017,July,Friday,Based on Radio Run,17070713005,APP,POM,805,SGT,805,Y,O,H,Housing,1,CPW,20,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,CPW,19,MALE,WHITE HISPANIC,5.8,140,THN,BRO,BLK,GREY S,23,D,(null),1365 5 AVENUE,(null),5 AVENUE,998736,230371,(null),PBMN,MANHATTAN
1375,7/7/2017,14:15:00,2017,July,Friday,Based on Radio Run,17070713005,APP,POM,805,SGT,805,Y,O,H,Housing,1,CPW,20,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,CPW,27,MALE,WHITE HISPANIC,5.7,150,MED,ZZZ,BLK,BLACK,23,D,(null),1365 5 AVENUE,(null),5 AVENUE,998736,230371,(null),PBMN,MANHATTAN
1376,7/9/2017,15:04:00,2017,July,Sunday,Based on Radio Run,17070913904,APP,POM,23,SGT,23,Y,(null),P,PSB,1,ROBBERY,20,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),CM,ROBBERY,22,MALE,BLACK,6.2,220,MED,BRO,BLK,(null),23,A,(null),310 EAST 100 STREET,(null),EAST 100 STREET,999553,225859,(null),PBMN,MANHATTAN
1377,7/2/2017,7:54:00,2017,July,Sunday,Based on Radio Run,17070206737,APP,POF,23,SGT,23,Y,O,P,PSB,2,CPW,1,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,61,MALE,BLACK HISPANIC,5.4,135,THN,BRO,GRY,BEARD, ,23,A,(null),323 EA,(null), ,1000651,22768,(nul,PBMN
1378,7/12/2017,12:25:00,2017,July,Wednesday,Based on Radio Run,17071210905,APP,SGT,352,SGT,23,Y,O,H,Housing,1,ROBBERY,3,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,ROBBERY,30,MALE,BLACK, ,180,THN,BRO,BLK,(null),23,B,(null),3 AVENUE && EAST 104 STREET,(null),3 AVENUE,999304,227192,(null),PBMN,MANHATTAN
1379,7/15/2017,5:05:00,2017,July,Saturday,Based on Radio Run,4071,APP,POM,825,SGT,825,Y,O,H,Housing,3,ROBBERY,10,Y,(null),N,Y,(null),ROBBERY,N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,UPSET,25,MALE,WHITE HISPANIC,5.2,130,THN,BRO,BRO,N/A,23,(null),(null),103RD STREET && PARK AVENUE,(null),103RD STREET,998751,226901,(null),PBMN,MANHATTAN
1380,7/17/2017,8:00:00,2017,July,Monday,Based on Radio Run,4938,APP,POM,23,SGT,23,Y,O,P,PSB,2,ASSAULT,10,Y,(null),N,Y,M17643148,ASSAULT,N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,CALM,19,FEMALE,BLACK,5.11,165,MED,BRO,RED,(null),23,D,(null),2180 1 AVENUE,(null),1 AVENUE,1001606,228329,(null),PBMN,MANHATTAN
1381,7/18/2017,13:35:00,2017,July,Tuesday,Based on Self Initiated,17071815513,APP,POF,805,SSA,805,Y,O,H,Housing,5,CPW,1,Y,(null),N,Y,(null),CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),Y,Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),DE,NERVOUS,17,MALE,WHITE HISPANIC,5.5,130,THN,BRO,BLK,(null),23,D,(null),335 EAST 112 STREET,(null),EAST 112 STREET,1001226,228589,(null),PBMN,MANHATTAN
1382,7/22/2017,8:10:00,2017,July,Saturday,Based on Radio Run,17077207091,APP,POM,23,SGT,23,Y,(null),H,Housing,2,PETIT LARCENY,5,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,20,MALE,BLACK,5.8,160,THN,ZZZ,BLK,(null),23,B,(null),3 AVENUE && EAST 99 STREET,(null),3 AVENUE,998671,226050,(null),PBMN,MANHATTAN
1383,7/22/2017,12:30:00,2017,July,Saturday,Based on Radio Run,D17072212117,APP,SGT,23,SGT,23,Y,S,P,PSB,1,PETIT LARCENY,20,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),CM,PETIT LARCENY,44,MALE,BLACK,6.1,200,MED,BRO,BLK,NYSID,23,B,(null),1645 LEXINGTON AVENUE,(null),LEXINGTON AVENUE,998824,227367,(null),PBMN,MANHATTAN
1384,7/22/2017,18:26:00,2017,July,Saturday,Based on Radio Run,D17072220456,APP,POM,23,SGT,23,Y,O,P,PSB,0,PETIT LARCENY,15,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),CM,PETIT LARCENY,(null),FEMALE,BLACK, ,(null),(nu,BRO,BLK,(null),23,B,(null),1875 3 AVENUE,(null),3 AVENUE,999250,227089,(null),PBMN,MANHATTAN
1385,7/25/2017,10:20:00,2017,July,Tuesday,Based on Self Initiated,0,APP,POM,805,SSA,805,Y,I,H,Housing,2,CRIMINAL TRESPASS,2,Y,(null),N,Y,M17644910,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),CM,CRIMINAL TRESPASS,34,MALE,BLACK,6.1,180,MED,BRO,BLK,(null),23,B,(null),1760 LEXINGTON AVENUE,(null),LEXINGTON AVENUE,999570,228727,(null),PBMN,MANHATTAN
1386,7/29/2017,1:42:00,2017,July,Saturday,Based on Radio Run,D17072902031,APP,POM,23,POM,23,N,(null),P,PSB,0,ASSAULT,5,Y,(null),N,Y,M17645945,CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),CM,ASSAULT,34,MALE,WHITE HISPANIC,6.6,220,HEA,BRO,BLK,(null),23,D,(null),EAST 115 STREET && PARK AVENUE,(null),EAST 115 STREET,999826,230239,(null),PBMN,MANHATTAN
1387,7/29/2017,0:15:00,2017,July,Saturday,Based on Radio Run,D17072900230,APP,POM,23,SGT,23,Y,(null),P,PSB,5,CPW,5,Y,(null),N,Y,M17645934,CRIMINAL POSSESSION OF MARIHUANA,N,(null),(null),N,(null),S,V,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,NERVOUS,28,MALE,BLACK,5.6,140,THN,BLK,BLK,(null),23,C,(null),MADISON AVENUE && EAST 109 STREET,(null),MADISON AVENUE,998622,229118,(null),PBMN,MANHATTAN
1388,2/10/2017,17:30:00,2017,February,Friday,Based on Self Initiated,N/A,APP,POM,805,SSA,805,Y,O,H,Housing,1,CRIMINAL POSSESSION OF MARIHUANA,10,Y,(null),N,Y,M17609162,CRIMINAL POSSESSION OF MARIHUANA,N,(null),(null),Y,(null),(null),(null),N,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),CM,CRIMINAL POSSESSION OF MARIHUANA,28,MALE,WHITE HISPANIC,5.7,170,MED,BRO,BLK,(null),23,D,(null),1695 MADISON AVENUE,(null),MADISON AVENUE,999065,229913,(null),PBMN,MANHATTAN
1389,8/2/2017,19:00:00,2017,August,Wednesday,Based on Radio Run,17080221112,APP,POM,23,SGT,23,Y,(null),P,PSB,1,BURGLARY,10,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,NERVOUS,10,MALE,WHITE HISPANIC,4.9,95,HEA,BRO,BLK,(null),23,B,(null),EAST 99 STREET && PARK AVENUE,(null),EAST 99 STREET,997782,226545,(null),PBMN,MANHATTAN
1390,8/2/2017,18:57:00,2017,August,Wednesday,Based on Radio Run,D17080221112,APP,POM,23,SGT,23,Y,(null),P,PSB,0,BURGLARY,15,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,BURGLARY,12,MALE,WHITE HISPANIC,4.1,95,THN,BRO,BRO,(null),23,B,(null),105 EAST 100 STREET,(null),EAST 100 STREET,998003,226726,(null),PBMN,MANHATTAN
1391,8/2/2017,18:57:00,2017,August,Wednesday,Based on Radio Run,17080221112,APP,POM,23,SGT,23,Y,O,P,PSB,0,BURGLARY,15,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,BURGLARY,11,MALE,WHITE HISPANIC,4.1,95,MED,BRO,BRO,(null),23,B,(null),105 EAST 100 STREET,(null),EAST 100 STREET,998003,226726,(null),PBMN,MANHATTAN
1392,8/2/2017,18:57:00,2017,August,Wednesday,Based on Radio Run,17080221112,APP,POM,23,SGT,23,Y,O,P,PSB,0,BURGLARY,15,Y,(null),Y,N,(null),(null),N,(null),(null),N,(null),S,(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,BURGLARY,12,MALE,BLACK,5.1,100,THN,BRO,BLK,(null),23,B,(null),105 EAST 100 STREET,(null),EAST 100 STREET,998003,226726,(null),PBMN,MANHATTAN
1393,8/5/2017,10:59:00,2017,August,Saturday,Based on Radio Run,17080509311,APP,POM,23,SGT,23,N,O,P,PSB,2,CPW,10,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,RESPECTFUL AND COOPERATIVE,21,MALE,BLACK,5.11,150,MED,BRO,BLK,RED HA,23,B,(null),127 EAST 107 STREET,(null),EAST 107 STREET,999097,228258,(null),PBMN,MANHATTAN
1394,7/13/2017,1:50:00,2017,July,Thursday,Based on Self Initiated,D17071301681,APP,POM,23,SGT,23,Y,O,P,PSB,1,CPW,5,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,22,MALE,BLACK HISPANIC,5.11,160,THN,BRO,BLK,(null),23,C,(null),50 EAST 104 STREET,(null),EAST 104 STREET,998096,227863,(null),PBMN,MANHATTAN
1395,7/13/2017,1:50:00,2017,July,Thursday,Based on Self Initiated,D17071301681,APP,POM,23,SGT,23,Y,O,P,PSB,1,CPW,5,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,23,FEMALE,WHITE HISPANIC,5.5,150,MED,BRO,BRO,(null),23,C,(null),50 EAST 104 STREET,(null),EAST 104 STREET,998096,227863,(null),PBMN,MANHATTAN
1396,8/6/2017,13:36:00,2017,August,Sunday,Based on Radio Run,D17080706920,APP,POM,23,SGT,23,Y,(null),P,PSB,1334,PETIT LARCENY,134,Y,(null),Y,Y,M17647804,PETIT LARCENY,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),CM,PETIT LARCENY,23,MALE,BLACK HISPANIC,5.6,200,HEA,BRO,BLK,N/A,23,B,(null),EAST 109 STREET && LEXINGTON AVENUE,(null),EAST 109 STREET,999516,228622,(null),PBMN,MANHATTAN
1397,8/6/2017,13:36:00,2017,August,Sunday,Based on Radio Run,D17080706920,APP,POM,23,SGT,23,Y,O,P,PSB,1330,PETIT LARCENY,134,Y,(null),Y,Y,M17647811,PETIT LARCENY,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),CM,PETIT LARCENY,18,MALE,BLACK HISPANIC,5.11,180,THN,BRO,BLK,N/A,23,B,(null),EAST 109 STREET && LEXINGTON AVENUE,(null),EAST 109 STREET,999516,228622,(null),PBMN,MANHATTAN
1398,8/11/2017,17:00:00,2017,August,Friday,Based on C/W on Scene,17667,APP,POM,805,SGT,805,Y,O,P,PSB,5,MENACING,49,Y,(null),N,Y,(null),MENACING,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,"UPSET, NERVOUS",15,MALE,BLACK,5.5,140,MED,BRO,BLK,TATTOO,23,D,(null),1724 MADISON AVENUE,(null),MADISON AVENUE,999204,230176,(null),PBMN,MANHATTAN
1399,8/15/2017,20:55:00,2017,August,Tuesday,Based on Self Initiated,22505,APP,POM,825,SGT,825,Y,I,H,Housing,1,CRIMINAL TRESPASS,1,Y,(null),N,Y,M17649769,CRIMINAL TRESPASS,N,(null),(null),Y,(null),(null),(null),N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),DE,UPSET,35,FEMALE,BLACK,5.7,160,THN,BRO,BLK,(null),23,D,(null),332 EAST 115 STREET,(null),EAST 115 STREET,1001591,229255,(null),PBMN,MANHATTAN
1400,2/18/2017,1:28:00,2017,February,Saturday,Based on Radio Run,17081801139,APP,POM,805,LT,805,Y,O,H,Housing,1,CPW,4,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,UPSET,28,MALE,BLACK,5.8,155,THN,BRO,BLK,UNK,23,A,(null),445 EAST 102 STREET,(null),EAST 102 STREET,1000624,225870,(null),PBMN,MANHATTAN
1401,8/10/2017,1:28:00,2017,August,Thursday,Based on Radio Run,17081801139,APP,POM,805,LT,805,Y,O,H,Housing,1,CPW,4,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,UPSET,28,MALE,BLACK,5.7,155,THN,BRO,BRO,UNK,23,A,(null),445 EAST 102 STREET,(null),EAST 102 STREET,1000624,225870,(null),PBMN,MANHATTAN
1402,8/18/2017,1:28:00,2017,August,Friday,Based on Radio Run,17081801139,APP,POM,805,LT,805,Y,O,H,Housing,1,CPW,4,Y,(null),Y,Y,M17650335,CPW,N,(null),(null),Y,(null),(null),(null),Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),DE,UPSET,22,FEMALE,BLACK,5.4,120,MED,BRO,BRO,NECK T,23,A,(null),445 EAST 102 STREET,(null),EAST 102 STREET,1000624,225870,(null),PBMN,MANHATTAN
1403,8/18/2017,1:28:00,2017,August,Friday,Based on Radio Run,17081801139,APP,POM,805,LT,805,Y,O,H,Housing,1,CPW,4,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,VERY UPSET HIGHLY UNCOOPERATIVE,30,FEMALE,BLACK,5.3,240,HEA,BLK,BLK,(null),23,A,(null),445 EAST 102 STREET,(null),EAST 102 STREET,1000624,225870,(null),PBMN,MANHATTAN
1404,7/13/2017,1:50:00,2017,July,Thursday,Based on Self Initiated,17071301681,APP,POM,23,SGT,23,Y,(null),H,Housing,1,ASSAULT,15,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,(null),MALE,WHITE HISPANIC, ,(null),MED,BRO,BRO,(null),23,C,(null),50 EAST 104 STREET,(null),EAST 104 STREET,998096,227863,(null),PBMN,MANHATTAN
1405,7/13/2017,1:50:00,2017,July,Thursday,Based on Self Initiated,17071301681,APP,POM,23,SGT,23,Y,(null),H,Housing,1,ASSAULT,15,Y,(null),Y,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NORMAL,23,MALE,(null),5.9,150,THN,BRO,BRO,(null),23,C,(null),50 EAST 104 STREET,(null),EAST 104 STREET,998096,227863,(null),PBMN,MANHATTAN
1406,8/27/2017,10:40:00,2017,August,Sunday,Based on Radio Run,D17082709089,APP,POM,805,SGT,805,Y,O,H,Housing,2,ASSAULT,3,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,28,MALE,BLACK, ,250,HEA,BRO,BLK,(null),23,A,(null),2001 1 AVENUE,(null),1 AVENUE,1000434,226226,(null),PBMN,MANHATTAN
1407,8/27/2017,10:05:00,2017,August,Sunday,Based on Radio Run,17082708582,APP,POM,23,SGT,23,Y,O,P,PSB,1,PETIT LARCENY,8,Y,(null),N,N,(null),(null),N,(null),(null),Y,(null),(null),(null),N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),CM,PETIT LARCENY,38,MALE,WHITE HISPANIC,5.11,200,MED,BRO,BLK,(null),23,B,(null),3 AVENUE && EAST 104 STREET,(null),3 AVENUE,999304,227192,(null),PBMN,MANHATTAN
